code	alternate_title
33-9091.00	["Adult Crossing Guard","Community Service Officer","Construction Site Crossing Guard","Crossing Flagman","Crossing Gateman","Crossing Guard","Crossing Tender","Crossing Watchman","Draw Tender","Flagger","Flagman","Freight Flagman","Gate Operator","Guard","Passenger Flagman","Patrol Lady","Patrol Mother","Rail Signal Worker","Road Crossing Guard","School Aide","School Crossing Guard","School Traffic Guard","Substitute Crossing Guard","Subway Guard","Traffic Attendant","Train Gate Attendant","Train Gateman"]
33-9092.00	["Aquatics Specialist","Beach Attendant","Beach Lifeguard","Bus Monitor","Certified Ski Patroller","Gamewell Operator","Life Guard","Lifeguard","Marine Safety Officer","Ocean Lifeguard","Ocean Lifeguard Specialist","OEC Tech (Outdoor Emergency Care Technician)","Park Ranger","Playground Monitor","Pool Attendant","Pool Lifeguard","Ranger","Rescue Worker","Ski Patrol Paramedic","Ski Patroller","Surveillance System Monitor"]
33-9093.00	["Airline Security Representative","Airport Baggage Screener","Airport Screener","Airport Security Screener","Bag Checker","Baggage Inspector","Baggage Screener","Baggage Security Checker","Biometric Screener","Flight Security Specialist","Notification Specialist","Passenger Screener","Screener","Security Inspector","Security Officer","Security Screener","Transportation Security Administration (TSA) Screener","Transportation Security Administration Screener (TSA Screener)","Transportation Security Officer (TSO)","Transportation Security Screener"]
33-9094.00	["School Bus Aide","School Bus Assistant","School Bus Attendant","School Bus Escort","School Bus Matron","School Bus Monitor"]
33-9099.00	["Bus Escort","Bus Matron","Bus Monitor","Cafeteria Monitor","Community Service Patrol Officer","Deputy United States Marshal","Federal Agent","Gamewell Operator","Hall Monitor","Park Ranger","Playground Monitor","Polygraph Examiner","Ranger","School Bus Monitor","Shopper","Ski Patrol","Surveillance System Monitor","Tipstaff","Victims Advocate Clerk\/Specialist","Warrant Server"]
33-9099.02	["Asset Protection Agent","Asset Protection Associate (APA)","Asset Protection Greeter","Asset Protection Specialist","Loss Prevention Agent","Loss Prevention Associate (LPA)","Loss Prevention Detective","Loss Prevention Guard","Loss Prevention Investigator","Loss Prevention Officer","Loss Prevention Representative","Loss Prevention Security Ambassador","Loss Prevention Service Ambassador","Loss Prevention Service Representative","Loss Prevention Specialist","Protection Specialist","Retail Asset Protection Specialist","Retail Loss Prevention Investigator","Retail Loss Prevention Specialist","Store Protection Specialist"]
35-1011.00	["Banquet Chef","Bread and Pastry Baker","Cake Froster","Cake Icer","Cake Maker","Cake Mixer","Certified Executive Chef (CEC)","Chef","Chef de Cuisine","Chef de Froid","Chef, Instructor","Chief Cook","Chocolatier","Confectioner","Cook","Cooking Chef","Corporate Executive Chef","Cuisine Chef","Culinary Artist","Culinary Chef","Culinary Specialist","Executive Chef (Ex Chef)","Executive Sous Chef","Head Baker","Head Chef","Head Cook","Head Pastry Chef","Kitchen Chef","Kitchen Supervisor","Line Cook","Master Chef","Menu Planner","Pantry Chef","Passenger Vessel Chef","Pastry Artist","Pastry Cook","Personal Chef","Pie Maker","Salad Chef","School Cafeteria Head Cook","Second Baker","Sous Chef","Sushi Chef","Wedding Cake Designer"]
35-1012.00	["Banquet Captain","Banquet Supervisor","Bar Manager","Bartender Manager","Cafeteria Manager","Cafeteria Supervisor","Canteen Manager","Cocktail Lounge Manager","Commissary Production Supervisor","Cook Manager","Counter Supervisor","Crew Chief","Crew Leader","Dairy Bar Manager","Dietary Manager","Dietary Supervisor","Dining Room Captain","Dining Room Manager","Dining Room Supervisor","Fast Food Restaurant Manager","Fast Food Services Manager","Fast Food Supervisor","Flight Kitchen Manager","Floor Supervisor","Food and Nutrition Services Supervisor","Food Beverage Supervisor","Food Concession Manager","Food Production Supervisor","Food Service Director","Food Service Industry Supervisor","Food Service Manager","Food Service Supervisor","Food Supervisor","Fountain Manager","Fountain Supervisor","Kitchen Leader","Kitchen Manager","Kitchen Supervisor","Kitchen Work Supervisor","Kosher Dietary Service Manager","Kosher Dietary Service Supervisor","Lunch Counter Manager","Luncheonette Manager","Lunchroom Food Service Supervisor","Lunchroom Manager","Lunchroom Supervisor","Motel Food Service Supervisor","Restaurant Shift Leader","Restaurant Shift Supervisor","Restaurant Supervisor","Room Service Supervisor","School Lunch Manager","Snack Bar Manager","Soda Fountain Manager","Tea Room Manager"]
35-2011.00	["Cook","Deep Fat Fryer Operator","Fast Food Cook","Fast Food Fry Cook","Fry Cook","Fryer","Fryline Attendant","Grill Cook","Line Cook","Pancake Professional","Pizza Baker","Pizza Chef","Pizza Cook","Pizza Maker","Prep Cook (Preparatory Cook)","Restaurant Worker","Specialty Cook"]
35-2012.00	["Boarding House Cook","Cafeteria Cook","Camp Cook","Chef","Cook","Culinary Specialist","Dietary Aide","Dietary Cook","Dinner Cook","Food Service Specialist","Food Service Worker","Galley Cook","Institutional Cook","Kitchen Cook","Line Cook","Mess Cook","Prep Cook (Preparatory Cook)","Ranch Cook","School Cafeteria Cook","School Cook","Ship's Cook","Sous Chef","Special Diet Cook"]
35-2013.00	["Certified Personal Chef (CPC)","Cook","Cooking Chef","Culinary Artist","Culinary Chef","Culinary Specialist","Culinary Worker","Dinner Cook","Holiday Food Prepper","Household Cook","Personal Certified Chef (PCC)","Personal Chef","Private Chef","Private Executive Chef"]
35-2014.00	["Appetizer Preparer","Assistant Cook","Back Line Cook","Banquet Cook","Breakfast Cook","Broil Cook","Broiler Cook","Cook","Foreign Food Specialty Cook","Fry Cook","Grill Cook","Ice Cream Chef","Larder Cook","Lead Cook","Line Cook","Prep Cook (Preparation Cook)","Railroad Cook","Sandwich Artist","Specialty Cook","Specialty Foods Cook","Station Cook","Vegetable Cook"]
35-2015.00	["Barbecue Cook","Bed and Breakfast Cook (B&B Cook)","Breakfast Cook","Caterer","Chuck Wagon Cook","Cook","Deli Cook (Delicatessen Cook)","Food and Beverage Attendant","Food Clerk","Griddle Attendant","Griddle Cook","Grill Associate","Grill Attendant","Grill Cook","Grill Person","Hash Slinger","Hasher","Line Cook","Pizza Cook","Pizza Maker","Prep Cook (Preparation Cook)","Sandwich Artist","Short Order Cook","Short Order Fry Cook","Snack Bar Cook"]
35-2019.00	["Assistant Cook","Falafel Cart Cook","Fraternity House Cook"]
35-2021.00	["Cafeteria Aide","Carver","Caterer","Caterer Helper","Catering Assistant","Chicken and Fish Butcher","Coffee Brewer","Coffee Maker","Cold Meat Cook","Crew Mess Attendant","Culinary Worker","Deli Clerk (Delicatessen Clerk)","Deli Slicer","Delicatessen Slicer","Diet Aide","Dietary Aide","Dietary Assistant","Expeditor","Food Expeditor","Food Handler","Food Order Expediter","Food Preparation Kitchen Aide","Food Preparation Worker","Food Preparer","Food Server","Food Service Aide","Food Service Specialist","Food Service Worker","Food Tray Assembler","Fruit and Vegetable Parer","Kitchen Assistant","Kitchen Clerk","Kitchen Crew Member","Kitchen Food Assembler","Kitchen Helper","Kitchen Runner","Kitchen Staff","Kitchen Steward","Kitchen Team Crew Member","Kitchen Team Member","Kitchen Utility Associate","Kitchen Worker","Line Server","Lineman","Meat Clerk","Mess Attendant","Nutrition Aide","Nutrition Helper","Pantry Cook","Pantry Goods Maker","Pantry Goods Worker","Pantry Worker","Parer","Pastry Cook Helper","Peeler","Pie Cutter","Prepared Foods Team Member","Produce Production Team Member","Raw Shellfish Preparer","Restaurant Worker","Salad Bar Clerk","Salad Maker","Sandwich Artist","Sandwich Maker","Seafood Preparer","Service Team Crew","Service Team Member","Slicer"]
35-3011.00	["Banquet Bartender","Bar Attendant","Bar Captain","Bar Tender","Barkeep","Barkeeper","Barmaid","Barman","Bartender","Drink Mixer","Mixologist","Taproom Attendant"]
35-3023.00	["Bakery Associate","Bistro Team Member","Cafe Server","Cafe Worker","Cafeteria Food Server","Cafeteria Lunchroom Counter Attendant","Cafeteria Server","Cafeteria Worker","Candy Attendant","Candy Bar Attendant","Candy Counter Clerk","Canteen Operator","Car Hop","Caterer's Aide","Caterer's Helper","Catering Assistant","Catering Attendant","Coffee Attendant","Coffee Brewer","Coffee Shop Attendant","Concession Attendant","Concession Stand Attendant","Concessionaire","Counter Attendant","Counter Clerk","Counter Helper","Counter Hop","Counter Person","Counter Waiter","Counter Waitress","Deli Associate (Delicatessen Associate)","Deli Clerk (Delicatessen Clerk)","Deli Cook (Delicatessen Cook)","Deli Team Member (Delicatessen Team Member)","Deli Worker (Delicatessen Worker)","Dish Up Person","Fast Food Cashier","Fast Food Server","Fast Food Team Member","Fast Food Worker","Food Counter Worker","Food Server","Food Service Assistant","Food Service Counter Clerk","Food Service Order Clerk","Food Service Specialist","Food Service Team Member","Food Service Worker","Food Team Member","Fountain Attendant","Fountain Clerk","Fountain Dispenser","Fountain Helper","Fountain Jerk","Fountain Operator","Fountain Server","Fountain Waiter","Fountain Waitress","Front Counter Attendant","Hot Dog Vendor","Ice Cream Dipper","Ice Cream Man","Ice Cream Scooper","Ice Cream Server","Ice Cream Shop Associate","Kitchen Food Server","Line Person","Line Server","Mess Attendant","Order Clerk","Order Filler","Popcorn Attendant","Prep Cook (Preparation Cook)","Restaurant Crew Member","Restaurant Team Member","Restaurant Worker","Salad Counter Attendant","Sandwich Artist","Sandwich Counter Attendant","School Cafeteria Cook","Server","Snack Bar Attendant","Soda Clerk","Soda Dispenser","Soda Fountain Clerk","Soda Fountain Operator","Soda Jerker","Steam Table Attendant","Steam Table Worker","Take Out Waiter","Take Out Waitress","Window Clerk"]
35-3023.01	["Barista","Catering Barista","Coffee Bar Attendant","Coffee Brewer","Coffee Maker","Coffee Shop Attendant","Coffee Sommelier","Gourmet Coffee Attendant"]
35-3031.00	["Banquet Server","Banquet Waiter\/Waitress","Bar Waiter\/Waitress","Buffet Server","Buffet Waiter\/Waitress","Car Hop","Carhop","Club Waiter\/Waitress","Cocktail Server","Cocktail Waitress","Deck Steward","Dining Car Server","Dining Car Waiter\/Waitress","Food Runner","Food Server","Formal Waiter\/Waitress","Headwaiter","Headwaitress","Informal Waiter\/Waitress","Restaurant Server","Server","Singing Waiter\/Waitress","Skating Carhop","Sommelier","Waiter","Waiter\/Waitress","Waitress","Waitstaff","Wine Steward","Wine Steward\/Stewardess"]
35-3041.00	["Boat Hop","Car Attendant","Car Hop","Curb Attendant","Curb Hop","Curber","Dining Room Server","Food Cart Attendant","Food Order Delivery Runner","Food Porter","Food Runner","Food Server","Food Service Attendant","Food Service Hotel Runner","Food Service Tray Attendant","Food Service Worker","Hospital Food Service Worker","Hospital Tray Service Worker","Hot Dog Vendor","Hot Tamale Man","Hot Tamale Worker","Kitchen Runner","Line Server","Outside Food Server","Room Attendant","Room Server","Room Service Bellhop","Room Service Clerk","Room Service Food Server","Room Service Food Service Attendant","Room Service Server","Room Service Waiter","Room Service Waitress","Teletray Operator","Tray Server","Tray Service Worker"]
35-9011.00	["Banquet Houseperson","Banquet Set Up Person","Bar Attendant","Bar Back","Barback","Barmaid","Bartender Helper","Beverage Server","Breakfast Attendant","Breakfast Bar Attendant","Buffet Attendant","Bus Boy","Bus Person","Busboy","Cafe Helper","Cafeteria Aide","Cafeteria Assistant","Cafeteria Attendant","Cafeteria Helper","Cafeteria Table Attendant","Cafeteria Worker","Carry Out Clerk","Club Attendant","Coffee Attendant","Coffee Bar Attendant","Counter Supply Worker","Dining Room Attendant","Dining Room Busser","Dining Room Helper","Dining Room Tables Set Up Attendant","Dumb Waiter Operator","Floorperson","Food and Beverage Attendant","Food Expeditor","Food Service Attendant","Iceman","Kitchen Aide","Kitchen Help Handyman","Kitchen Helper","Line Server","Lunchroom Aide","Lunchroom Attendant","Lunchroom Worker","Nutrition Aide","Restaurant Worker","Room Attendant","Server","Server Assistant","Service Assistant","Silver Steward","Silver Wrapper","Tray Setter","Water Attendant","Water Carrier"]
35-9021.00	["Breakdown Person","Bus Person Dishwasher","Dish Machine Operator (DMO)","Dish Person","Dish Room Worker","Dish Stacker","Dish Technician","Dish Washer","Dishwasher","Dishwashing Machine Operator","Glass Washer","Kitchen Cleaner","Kitchen Helper","Kitchen Steward","Pan Cleaner","Pan Washer","Pot Washer","Scullion","Silver Cleaner","Silver Wrapper","Silverware Cleaner","Steward","Tray Line Worker","Tray Room Worker","Utility Aide"]
35-9031.00	["Bar Host","Bar Host\/Hostess","Bar Hostess","Buffet Hostess","Dining Room Host","Dining Room Host\/Hostess","Dining Room Hostess","General Teller","Greeter","Host","Hostess","Parlor Chaperone","Party Host\/Hostess","Seater","Tearoom Host","Tearoom Host\/Hostess","Tearoom Hostess"]
35-9099.00	["Automat Car Attendant","Dietitian Helper","Food Aide","Food and Beverage Checker","Food Mobile Driver","Food Order Expediter","Galley Boy","Galley Worker","Kitchen Steward","Line Runner","Mini Bar Attendant","Vending Machine Host\/Hostess"]
37-1011.00	["Building Cleaning Supervisor","Building Services Supervisor","Building Superintendent","Building Supervisor","Buildings and Grounds Supervisor","Butler","Cleaning Staff Supervisor","Cleaning Supervisor","Custodial Supervisor","Custodian Supervisor","Environmental Services Custodial Manager","Environmental Services Supervisor (EVS)","Executive Housekeeper","Home Restoration Service Supervisor","Hotel Cleaning Supervisor","Hotel Room Service Supervisor","House Cleaner Supervisor","House Superintendent","Housekeeper Supervisor","Housekeeping Supervisor","Janitor Supervisor","Janitorial Services Supervisor","Janitorial Supervisor","Laundry Supervisor","Linen Room Supervisor","Linen Supervisor","Maid Supervisor","Maintenance Superintendent","Maintenance Supervisor","Motel Cleaning Supervisor","Motel Room Service Supervisor","Sanitation Supervisor"]
37-1012.00	["Arborist Crew Leader","Buildings and Grounds Supervisor","Cemetery Workers Supervisor","Crew Leader","Field Manager","Gardening Manager","Gardening Supervisor","Golf Course Manager","Golf Course Superintendent","Greens or Grounds Superintendent","Greenskeeper Supervisor","Grounds Crew Supervisor","Grounds Foreman","Grounds Maintenance Supervisor","Grounds Manager","Grounds Supervisor","Groundskeeper Supervisor","Horticultural Services Supervisor","Landscape Crew Leader","Landscape Foreman","Landscape Installation Foreman","Landscape Manager","Landscape Market Manager","Landscape Supervisor","Landscaping Crew Leader","Landscaping Foreman","Landscaping Manager","Landscaping Supervisor","Lawn and Tree Service Spray Supervisor","Lawn Service Manager","Lawn Service Supervisor","Nursery Supervisor","Service Manager","Tree Trimming Supervisor","Turf and Grounds Supervisor","Turf Manager"]
37-2011.00	["Airport Attendant","Alley Cleaner","Brass Cleaner","Brass Polisher","Building Attendant","Building Custodian","Building Maintenance Custodian","Building Maintenance Technician","Building Service Worker","Building Services Technician","Camp Attendant","Camp Tender","Campground Cleaning Attendant","Carpet Cleaner","Carpet Cleaning Technician","Casino Porter","Change House Attendant","Chimney Sweep","Chore Worker","Cleaner","Cleaning and Maintenance Worker","Cleaning Custodian","Cleaning Handyman","Cleaning Laborer","Cleaning Porter","Cleaning Technician","Coach Cleaner","Commercial or Institutional Cleaner","Custodial Aide","Custodial Engineer","Custodial Laborer","Custodial Maintenance Worker","Custodial Worker","Custodian","Dormitory Keeper","Duct Cleaner","Environmental Services Aide","Environmental Services Associate","Environmental Services Technician","Environmental Services Worker","Facility Service Associate","Floor Care Specialist","Floor Cleaner","Floor Polisher","Floor Scrubber","Floor Sweeper","Floor Tech (Floor Technician)","Floor Waxer","Floorperson","Floors Buffer","Furnace Caretaker","General Cleaner","Hall Cleaner","Head Cleaning Porter","Heavy Duty Custodian","Helper, Maintenance, Cleaning","Hired Man","Hired Worker","Home Restoration Service Cleaner","Hospital Cleaner","Houseman","Industrial Cleaner","Industrial Plant Custodian","Industrial Sweeper-Cleaner","Institutional Custodian","Janitor","Janitor and Cleaner","Janitor Caretaker","Janitor Cleaner","Janitor Custodian","Janitorial Maintenance Worker","Labor Custodian","Laboratory Equipment Cleaner","Lamp Replacer","Latrine Cleaner","Lead Janitor","Light Bulb Replacer","Light Fixture Servicer","Marble Cleaner","Metal Polisher","Multi-Story Window\/Building Exterior Cleaner","Odd Jobs Day Worker","Office Cleaner","Office Sweeper","Paper Cleaner","Patch Worker","Pool Cleaner","Power Washer","Project Crew Worker","School Custodian","School Janitor","Scrub Woman","Scrubber","Station Cleaning Porter","Sweeper","Swimming Pool Servicer","Tobacco Sweeper","Utility Person","Utility Porter","Utility Worker","Venetian Blind Cleaner","Venetian Blind Cleaner and Repairer","Venetian Blind Washer","Wall Cleaner","Wall Washer","Wallpaper Cleaner","Washer","Washhouse Worker","Window Cleaner","Window Washer"]
37-2012.00	["Bed Maker","Bunk House Worker","Butler","Cabin Cleaner","Chambermaid","Charwoman","Cleaner","Cleaning Maid","Cleaning Matron","Cleaning Porter","Cleaning Team Member","Commercial Housekeeper","Cottage Attendant","Curtain Worker","Dining Room Maid","Domestic Helper","Domestic Laundry Worker","Domestic Maid","Dormitory Maid","Downstairs Maid","Drapery Worker","Environmental Services Aide","Environmental Services Worker","Furniture Duster","General House Worker","Guest Room Attendant (GRA)","Hall Worker","Home Housekeeper","Hospital Cleaner","Hospitality Team Member","Hotel Maid","House Cleaner","House Worker","Housecleaner","Household Worker","Housekeeper","Housekeeping Attendant","Housekeeping Cleaner","Housekeeping Department Worker","Housekeeping Laundry Worker","Housemaid","Houseperson","Industrial Housekeeper","Linen Folder","Linen Keeper","Linen Room Custodian","Linen Room Worker","Linen Worker","Lodging Facilities Attendant","Lodging House Keeper","Lounge Maid","Maid","Motel Maid","Parlor Maid","Residential Housekeeper","Rest Room Maid","Restroom Maid","Room Cleaner","Room Maid","Service Cleaner","Shower Maid","Upstairs Maid","Visiting Housekeeper","Ward Maid"]
37-2019.00	["Air Purifier Servicer","Building Pressure Washer","Campground Attendant","Chimney Sweep","Chimney Sweeper","Disease Control Inspector","Duct Cleaner","Hand Rug Cleaner","Insect Control Inspector","Light Fixture Servicer","Tree Trimmer Helper","Weed Control Inspector"]
37-2021.00	["Bed Bug Exterminator","Certified Pest Control Technician","Chemical Applicator","Commercial Pest Control Representative","Commercial Pest Control Technician","Commercial Technician","Extermination Inspector","Exterminator","Field Service Representative","Field Service Technician","Fumigator","Hand Spray Operator","Insecticide Expert","Insecticide Sprayer","Mosquito Sprayer","Moth Exterminator","Pest Control Applicator","Pest Control Chemical Technician","Pest Control Operator","Pest Control Service Representative","Pest Control Service Technician","Pest Control Specialist","Pest Control Technician","Pest Controller","Pest Controller Assistant","Pest Technician","Rat Exterminator","Residential Pest Control Technician","Rodent Control Worker","Rodent Exterminator","Service Technician","Spray Crew","Spray Worker","Sprayer","Termite Control Representative","Termite Control Service Technician","Termite Control Servicer","Termite Control Technician","Termite Exterminator","Termite Inspector","Termite Renewal Inspector","Termite Technician","Termite Treater","Tick Eradicator"]
37-3011.00	["Athletic Field Custodian","Bonsai Tender","Brush Cutter","Caretaker","Cemetery Keeper","Cemetery Laborer","Cemetery Warden","Cemetery Worker","Equipment Operator","Flower Picker","Flower Planter","Gardener","Golf Course Keeper","Golf Course Laborer","Grass Cutter","Grave Cleaner","Greens Cutter","Greens Keeper","Greens Laborer","Greenskeeper","Greenskeeper Laborer","Greensman","Ground Crewman","Ground Worker","Groundperson","Grounds Caretaker","Grounds Cleaner","Grounds Keeper","Grounds Maintenance Worker","Grounds Person","Grounds Worker","Grounds\/Maintenance Specialist","Groundskeeper","Groundskeeping Maintenance Worker","Groundskeeping Yardman","Groundsman","Hedge Trimmer","Horticultural Worker","Horticulture Worker","Indoor Landscaper\/Gardener","Industrial-Commercial Groundskeeper","Interior Plant Caretaker","Irrigation Technician","Land Clearer","Landscape and Yardwork Laborer","Landscape Crew Member","Landscape Gardener","Landscape Laborer","Landscape Management Technician","Landscape Specialist","Landscape Technician","Landscaper","Landscaping and Groundskeeping Laborer","Landscaping Specialist","Lawn Care Professional","Lawn Care Technician","Lawn Care Worker","Lawn Caretaker","Lawn Maintenance Worker","Lawn Mower","Lawn Mower Operator","Lawn Service Worker","Lawn Sprinkler Installer","Lawn Sprinkler Servicer","Maintenance Groundman","Maintenance Technician","Maintenance Worker","Mall Plant Caretaker","Mower Operator","Mowing Machine Operator","Orchid Transplanter","Outside Maintenance Worker","Park Keeper","Plant Care Worker","Sexton","Shrub Planter","Sod Cutter","Sod Layer","Sod Stripper","Sodder","Sprinkler Installer","Turfgrass Technician","Utility Worker","Weed Burner","Weed Controller","Weed Cutter","Weed Thinner","Weeder","Yard Laborer","Yard Person","Yard Worker","Yardman"]
37-3012.00	["Agricultural Service Worker","Applicator","Applicator Sprayer","Certified Pesticide Applicator","Chemical Applicator","Commercial Lawn Specialist","Crop Applicator","Eradicator","Fertilizer Applicator","Fruit Sprayer","Fumigator","Hand Spray Operator","Hand Sprayer","Herbicide Sprayer","Hydro-Sprayer Operator","Insecticide Sprayer","Integrated Pest Management Technician (IPM Technician)","Knapsack Sprayer","Lawn and Garden Technician","Lawn Care Specialist","Lawn Specialist","Lawn Spray Technician","Lawn Technician","Licensed Pesticide Applicator","Orchard Sprayer","Pest Control Technician","Pest Locator","Pest Technician","Pesticide Applicator","Plant Sprayer","Residential Lawn Specialist","Spray Applicator","Spray Mixer","Spray Technician","Sprayer","Tree and Shrub Technician","Tree and Shrub Worker","Weed Controller","Weed Eradicator","Weed Inspector","Weed Sprayer"]
37-3013.00	["Arborist","Brush Clearing Laborer","Climber","Diagnostician","Grape Pruner","Ground Worker","Groundsman","Groundsperson","Laborer","Plant Health Care Technician","Pruner","Tanbark Laborer","Timber Cutter","Tree Climber","Tree Doctor","Tree Expert","Tree Pruner","Tree Specialist","Tree Surgeon","Tree Trimmer","Tree Worker","Trimmer","Vine Pruner"]
37-3019.00	["Campground Attendant","Cemetery Worker","Chimney Sweeper","Disease Control Inspector","Garden Worker","Insect Control Inspector","Special Effects and Instruction Models Gardener","Trail Construction Worker","Trail Maintenance Worker","Trailhead Construction Worker","Trailhead Maintenance Worker","Tree Trimmer Helper","Weed Control Inspector"]
39-1013.00	["Blackjack Pit Boss","Blackjack Supervisor","Cardroom Manager","Cardroom Supervisor","Casino Floor Runner","Casino Floor Supervisor","Casino Floorperson","Casino Manager","Casino Shift Manager (CSM)","Casino Slot Supervisor","Casino Supervisor","Contract Runner","Electronic Gaming Device Supervisor","Executive Casino Host","Floor Runner","Floor Supervisor","Floorman","Floorperson","Gambling Floor Supervisor","Gambling Supervisor","Gaming Floor Supervisor","Key Person","Lottery Office Manager","Patron Attendant","Pit Boss","Pit Supervisor","Poker Supervisor","Security Supervisor","Shift Supervisor","Slot Attendant","Slot Floor Attendant","Slot Floor Person","Slot Floor Supervisor","Slot Floorman","Slot Floorperson","Slot Key Person","Slot Machine Floor Person","Slot Machine Key Person","Slot Manager","Slot Shift Manager","Slot Shift Supervisor","Slot Supervisor","Slot Technical Supervisor","Slot Technician","Slot Technician Supervisor","Table Games Floor Supervisor","Table Games Manager","Table Games Shift Manager","Table Games Supervisor","Video Poker Floorman"]
39-1014.00	["Animal Trainer Supervisor","Aquatics Supervisor","Bowling Alley Operator","Caddie Supervisor","Caddy Master","Caddy Supervisor","Caddymaster","Checkroom Chief","Chief Airport Guide","Community Life Director","Golf Course Manager","Guest Experience Captain","Hair Salon Manager","Head Baggage Porter","Head Butler","Head Usher","Health Club Manager","Hospitality Manager","Hotel Services Supervisor","Pack Worker Supervisor","Park Recreation Manager","Park Worker Supervisor","Parks Recreation Coordinator","Parks Recreation Director","Recreation Attendant Supervisor","Recreation Coordinator","Rides Supervisor","Salon Coordinator","Salon Director","Salon Leader","Salon Manager","Service Captain","Service Chief","Service Industry Coordinator","Service Superintendent","Shop Manager","Shop Supervisor","Spa Coordinator","Summer Camp Supervisor"]
39-1022.00	["Adult Family Home Program Manager","Barber Shop Manager","Beauty Shop Manager","Bell Captain","Bellhop Service Captain","Care Guide","Comfort Station Supervisor","Direct Care Supervisor","Home Care Coordinator","Hospitality House Supervisor","Hospitality Manager","Resident Care Coordinator","Resident Care Supervisor","Residential Care Facility Manager"]
39-2011.00	["Agility Instructor","Animal Handler","Animal Trainer","Bronc Breaker","Bronc Buster","Canine Service Teacher","Dog Handler","Dog Obedience Instructor","Dog Show Judge","Dog Trainer","Dolphin Trainer","Elephant Tamer","Equestrian","Equestrian Trainer","Guide Dog Instructor","Guide Dog Mobility Instructor (GDMI)","Guide Dog Trainer","Handler","Hearing Dog Trainer","Horse Breaker","Horse Trainer","Horse Wrangler","Horseman","Licensed Guide Dog Instructor","Lion Tamer","Lion Trainer","Marine Animal Trainer","Marine Mammal Trainer","Monkey Trainer","Obedience Trainer","Outrider","Pet Handler","Pet Trainer","Pet Training Instructor","Racehorse Trainer","Ring Conductor","Seeing Eye Dog Teacher","Seeing Eye Dog Trainer","Service Dog Trainer","Show Dog Trainer","Show Horse Driver","Snake Charmer","Trainer","Trick Rodeo Rider","Whale Trainer"]
39-2021.00	["Animal Care Attendant","Animal Care Giver (ACG)","Animal Care Service Worker","Animal Care Specialist","Animal Care Taker","Animal Care Technician","Animal Caregiver","Animal Caretaker","Animal Daycare Provider","Animal Feeder","Animal Groomer","Animal Handler","Animal Health Technician","Animal Keeper","Animal Nursery Worker","Animal Rehabilitator","Animal Shelter Worker","Animal Sitter","Aquarist","Aquarium Tank Attendant","Aviculturist","Bather","Bird Raiser","Bird Tender","Canary Raiser","Care Taker","Caretaker","Cat Bather","Cat Groomer","Cat Sitter","Dog Barber","Dog Bather","Dog Beautician","Dog Boarder","Dog Daycare Attendant","Dog Groomer","Dog Hair Clipper","Dog Pound Attendant","Dog Raiser","Dog Sitter","Dog Walker","Farrier","Groomer","Hot Walker","Keeper","Kennel Aide","Kennel Assistant","Kennel Attendant","Kennel Helper","Kennel Keeper","Kennel Operator","Kennel Technician (Kennel Tech)","Kennel Worker","Lead Pony Rider","Mice Raiser","Monkey Keeper","Parakeet Raiser","Pet Care Associate","Pet Care Specialist","Pet Care Worker","Pet Caretaker","Pet Feeder","Pet Groomer","Pet Sitter","Pet Stylist","Pound Attendant","Pound Keeper","Poundmaster","Reptile Keeper","Ringman","Stock Feeder","Walker","Wild Animal Caretaker","Wildlife Rehabilitator","Zoo Caretaker","Zoo Keeper","Zookeeper"]
39-3011.00	["Baccarat Dealer","Big Six Dealer","Black Jack Dealer","Blackjack Dealer","Card Dealer","Card Game Operator","Card Grader","Casino Dealer","Casino Games Dealer","Casino Gaming Worker","Casino Worker","Crap Shooter","Craps Dealer","Croupier","Dealer","Dice Dealer","Dice Table Operator","Dual Rate Dealer","Entertainment And Recreation Industry Dealer","Faro Dealer","Gambling Dealer","Game Operator","Games Dealer","Gaming Dealer","Gaming Host","Gaming Table Operator","Keno Dealer","Mini Baccarat Dealer","Pai Gow Dealer","Poker Dealer","Roulette Dealer","Table Game Dealer","Table Games Dealer","Twenty-One Dealer","Wheel of Fortune Dealer"]
39-3012.00	["Bet Taker","Betting Clerk","Bingo Caller","Bingo Clerk","Bingo Floater","Bookie","Bookmaker","Caller","Cardroom Attendant","Casino Attendant","Casino Floor Runner","Casino Gaming Worker","Casino Runner","Casino Worker","Entertainment And Recreation Industry Runner","Floor Runner","Keno Attendant","Keno Runner","Keno Writer","Keno Writer \/ Runner","Keno Writer\/Runner","Mutuel Cashier","Mutuel Machine Operator","Pari Mutuel Clerk","Pari Mutuel Ticket Cashier","Pari Mutuel Ticket Seller","Race and Sports Book Writer","Race Board Attendant","Race Book Writer","Racebook Writer","Runner","Sheet Writer","Sports Book Board Attendant","Sports Book Clerk","Sports Book Server","Sports Book Writer","Sports Clerk","Sports Runner","Sportsbook Ticket Writer"]
39-3019.00	["Bingo Attendant","Bingo Caller","Bingo Checker","Bingo Clerk","Bingo Usher","Bingo Worker","Card Player","Card Seller","Card Table Attendant","Cardroom Attendant","Cardroom Plastic Card Grader","Chip Mucker","Chip Person","Dice Person","Dice Table Person","Floor Attendant","Gambler","Game Attendant","Game Room Attendant","Identifier","Keno Clerk","Lottery Clerk","Pit Clerk","Poker Prop Player","Proposition Player","Shill","Tattoo Identifier","Tattoo Technician","Ticket Dispenser Changer"]
